Offset(P)    #Ptr   #Hnd Access Name
0x01fa0188      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History
0x01fa03c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x01fa05e8      2      1 R--rwd \Device\HarddiskVolume1\$Extend\$ObjId
0x01fa0cd0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies
0x01fa0f40      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01fa10d0      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SECURITY
0x01fa1170      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x01fa1400      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared
0x01fa1498      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1
0x01fa1578      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Com
0x01fa1938      3      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x01fa24a0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows
0x01fa2c40      1      1 ------ \Device\NamedPipe\scerpc
0x01fa3328      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x01fa4350      2      1 ------ \Device\NamedPipe\scerpc
0x01fa4468      1      1 R--r-- \Device\HarddiskVolume1\Program Files\Common Files\Adobe\Acrobat\ActiveX\AcroIEHelper.dll
0x01fa4760      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x01fa4928      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alrsvc.dll
0x01fa4ae8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\es.dll
0x01fa4e98      1      0 -W-r-- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\Macromedia\Flash Player\macromedia.com\support\flashplayer\sys\#mail.google.com\settings.sol
0x01fa5328      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\pythoncom24.dll
0x01fa5510      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\pywintypes24.dll
0x01fa56f8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\win32api.pyd
0x01fa58e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpob2res.dll
0x01fa5ac8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\awt.dll
0x01fa5cb0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\zip.dll
0x01fa5e98      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\java.dll
0x01fa6280      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\verify.dll
0x01fa6468      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\hpi.dll
0x01fa6650      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\msvcr71.dll
0x01fa68c8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\c[1].gif
0x01faaa20      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\mail[2]
0x01fab358      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\Search5.api
0x01fac470      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msxml6.dll
0x01fac700      1      0 R--rwd \Device\HarddiskVolume1\PROGRA~1\COMMON~1\MICROS~1\SMARTT~1\FNAME.DLL
0x01facb68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvfw32.dll
0x01faceb8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Real\RealPlayer\rpprespn.dll
0x01faead0      1      1 ------ \Device\NamedPipe\net\NtControlPipe7
0x01fc46a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clusapi.dll
0x01fc72a0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP
0x01fc7338      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING.VER
0x01fc73d0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING2.MAP
0x01fd4370      2      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\WINGDNG3.TTF
0x01fd45e8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\wingding.ttf
0x01fd9dc8      3      1 ------ \Device\Afd\Endpoint
0x01fda028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\security\java.security
0x01fda0f0      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x01fdbab8      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@raiffeisen[2].txt
0x01fdd8c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x01fddb88      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01fddd28      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\QF6ZM1VV
0x01fdddc0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\3FRWEPHH
0x01fddf90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02034950      1      0 RWD--- \Device\HarddiskVolume1\$ConvertToNonresident
0x020e6140      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oobe\msoobe.exe
0x020f3150      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers\disdn
0x020f7500      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5
0x020f7898      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files
0x020f7930      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\History\History.IE5\MSHist012010042620100503
0x020fb138      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\winxpgui.pyd
0x020fc4f0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\verdanaz.ttf
0x020fc590      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bots\vinavbar
0x020fc628      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\servsupp
0x020ffe78      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02106028      1      1 RW-r-- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\My Documents\aut91657.doc
0x02106ef0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x02108748      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x021087e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wucltui.dll
0x0210a028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nv4_disp.dll
0x0210a298      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x0210ab00      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\shruti.ttf
0x0210d028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dxtmsft.dll
0x0210e308      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\navRight[1].gif
0x0210e838      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x0210f028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02110390      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x02111a88      1      1 ------ \Device\NamedPipe\EVENTLOG
0x02111d18      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02113f90      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\AJEPCLWD
0x02114808      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02115c98      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\content-types.properties
0x02119630      3      2 ------ \Device\RawIp\255
0x02119800      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\mfc71.dll
0x021199a0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02119ab0      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x02119c28      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\win32ui.pyd
0x0211a6d8      3      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\browser\xulrunner\javaxpcom.jar
0x0211b0d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0211b620      1      1 ------ \Device\NamedPipe\atsvc
0x0211d958      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x0211db08      2      1 ------ \Device\Afd\Endpoint
0x0211dc30      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\symbol.ttf
0x0211dd90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x0211df90      1      1 ------ \Device\NamedPipe\srvsvc
0x0211e0d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0211fa78      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x02121dd8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02121e80      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021220d0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x02123380      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x02123538      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021235e0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02123a98      1      1 R--r-- \Device\HarddiskVolume1\Program Files\Messenger\msmsgs.exe
0x021254a0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\NetMeeting
0x021259e8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\Spelling.api
0x02128e10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shdoclc.dll
0x02129380      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries
0x0212be08      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0212c368      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\Updater.api
0x0212d4e8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\DVA.api
0x0212d600      3      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\shdocvw.dll
0x0212ff90      3      1 R--rw- \Device\Mailslot\Alerter
0x02130028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x021327f0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\crossdomain[1].xml
0x02132b30      1      1 RW-r-- \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Network\Downloader\qmgr0.dat
0x02133090      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02136028      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Mozilla\Firefox\Profiles
0x02136f60      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\NetHood
0x021379d8      1      1 ------ \Device\Afd\Endpoint
0x02139298      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\p[1]
0x02139800      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\ANTQUAI.TTF
0x0213a2d8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\rc[1].gif
0x0213daa0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0213f4b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x0213fd00      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Winamp\winampa.exe
0x021400d8      2      1 ------ \Device\NamedPipe\PCHFaultRepExecPipe
0x02141230      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x02141348      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x02142450      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x021432a0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\Java\jre6\lib\jsse.jar
0x02145028      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\swfobject[1].js
0x02145b60      1      0 R--r-d \Device\HarddiskVolume1\Program Files\QuickTime\QTPlugin.ocx
0x02146e00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02147250      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\jquery.crypt[1].js
0x02148028      2      1 ------ \Device\NamedPipe\DAV RPC SERVICE
0x0214ae60      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0214aef8      1      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x0214af90      2      1 ------ \Device\NamedPipe\keysvc
0x0214c028      1      1 ------ \Device\NamedPipe\DAV RPC SERVICE
0x0214df90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021503e0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3bc-0
0x02154320      1      1 ------ \Device\NamedPipe\winreg
0x02155028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ntlanman.dll
0x02158028      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\My Documents
0x02158650      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Microsoft Office\Office10\WINWORD.EXE
0x0215a3d8      1      0 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0215cc70      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\meta-index
0x0215d728      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0215dc48     16      1 ------ \Device\Afd\Endpoint
0x0215ff90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02161028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.5512_x-ww_dfb54e0c
0x02162320      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x02164768      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\snmpapi.dll
0x02164800      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\palai.ttf
0x02168290      1      1 ------ \Device\NamedPipe\lsarpc
0x02168a48      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\desktop.ini
0x02169f90      1      1 ------ \Device\Afd\Endpoint
0x02170440      3      1 ------ \Device\NamedPipe\net\NtControlPipe9
0x021766a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x02177058      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02179e98      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x0217af38      1      1 ------ \Device\Afd\Endpoint
0x0217b130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\qmgr.dll
0x0217b258      2      1 ------ \Device\NamedPipe\winreg
0x0217c3a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb\msvcr80.dll
0x0217d628      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x0217e1d8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\win32event.pyd
0x0217fb20      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\index.dat
0x0217fe00      1      1 ------ \Device\NamedPipe\wkssvc
0x02180718      2      1 ------ \Device\Afd\Endpoint
0x02180a90      1      1 ------ \Device\Afd\Endpoint
0x02180de0      1      1 ------ \Device\Afd\Endpoint
0x02181200      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Favorites\Links
0x021824c0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Java\jre6\bin\regutils.dll
0x02183028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\QuickTime\qttask.exe
0x021833e0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\bg_horizontalNav[1].gif
0x02183d20      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\border_silver[1].gif
0x02184028      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\overlib[2].js
0x021840c8      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@serving-sys[1].txt
0x02184190      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02184718      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msprivs.dll
0x02185a78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schannel.dll
0x02185bd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x02185cd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\smss.exe
0x02185d70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x021862a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x02186980      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x02187028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x021872a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x02187498      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x02187688      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lmhsvc.dll
0x02187800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsrslvr.dll
0x02187c00      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\zlib1.dll
0x02187c98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dhcpcsvc.dll
0x02187e68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x02188028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctfmon.exe
0x021881d8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\win32gui.pyd
0x02188270      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winrnr.dll
0x02188438      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x021885d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x02189218      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x02189328      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eventlog.dll
0x02189420      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x021894e0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\lib\gtk-2.0\2.4.0\loaders\libpixbufloader-png.dll
0x02189578      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpsp2res.dll
0x021896a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x02189800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x02189940      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041a
0x021899d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0418
0x02189a70      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0402
0x02189bc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntmarta.dll
0x02189cd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\svchost.exe
0x02189de0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scecli.dll
0x0218a1d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wtsapi32.dll
0x0218a4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winscard.dll
0x0218a5e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srsvc.dll
0x0218a6e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x0218ac88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdigest.dll
0x0218ad98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w32time.dll
0x0218af20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netlogon.dll
0x0218b028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pncrt.dll
0x0218b308      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x0218b420      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msv1_0.dll
0x0218b528      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kerberos.dll
0x0218c2b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0218e1c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0218e268      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0218e7e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x0218ec88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3api.dll
0x0218ef90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\qutil.dll
0x021906b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eapolqec.dll
0x02190820      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netui1.dll
0x02190e70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x02190f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x02192170      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x02192ab0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02193028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mydocs.dll
0x02194f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x02195460      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x02195f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\duser.dll
0x02196470      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\ACE.dll
0x02196d18      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x02197b60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x02198208      3      1 ------ \Device\NamedPipe\Win32Pipes.00000fa8.00000002
0x02198b60      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@google[3].txt
0x021991f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\AppPatch
